SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22024,1628973,0022400405,"Dec 25, 2024",NYK vs. SAS,W,38,7,23,0.304,0,5,0.0,6,7,0.857,1,6,7,9,1,0,1,2,20,4,1
22024,1628973,0022400397,"Dec 23, 2024",NYK vs. TOR,W,32,4,13,0.308,0,5,0.0,4,8,0.5,0,1,1,7,2,0,3,6,12,8,1
22024,1628973,0022400384,"Dec 21, 2024",NYK @ NOP,W,40,13,19,0.684,7,10,0.7,6,6,1.0,0,1,1,6,2,0,4,1,39,25,1
22024,1628973,0022400367,"Dec 19, 2024",NYK @ MIN,W,30,5,14,0.357,2,5,0.4,2,2,1.0,1,2,3,7,1,0,3,1,14,8,1
22024,1628973,0022401227,"Dec 15, 2024",NYK @ ORL,W,38,8,18,0.444,4,8,0.5,11,14,0.786,0,3,3,5,1,0,3,2,31,3,1
22024,1628973,0022401202,"Dec 11, 2024",NYK vs. ATL,L,36,5,15,0.333,2,6,0.333,2,3,0.667,1,3,4,8,1,1,2,0,14,0,1
22024,1628973,0022400359,"Dec 09, 2024",NYK @ TOR,W,35,7,13,0.538,4,8,0.5,2,5,0.4,0,4,4,11,0,0,3,1,20,-2,1
22024,1628973,0022400343,"Dec 07, 2024",NYK vs. DET,L,44,11,21,0.524,3,7,0.429,6,9,0.667,0,4,4,10,1,0,5,2,31,-10,1
22024,1628973,0022400327,"Dec 05, 2024",NYK vs. CHA,W,27,6,8,0.75,5,6,0.833,7,8,0.875,0,1,1,5,1,0,0,1,24,22,1
22024,1628973,0022400053,"Dec 03, 2024",NYK vs. ORL,W,27,8,15,0.533,1,3,0.333,4,4,1.0,1,1,2,4,0,0,3,3,21,24,1
22024,1628973,0022400308,"Dec 01, 2024",NYK vs. NOP,W,26,4,11,0.364,3,7,0.429,5,5,1.0,2,0,2,9,0,0,3,3,16,29,1
22024,1628973,0022400040,"Nov 29, 2024",NYK @ CHA,W,37,9,18,0.5,4,6,0.667,9,12,0.75,0,6,6,6,1,1,2,4,31,0,1
22024,1628973,0022400292,"Nov 27, 2024",NYK @ DAL,L,36,14,21,0.667,0,3,0.0,9,10,0.9,0,3,3,7,2,0,2,4,37,-12,1
22024,1628973,0022400283,"Nov 25, 2024",NYK @ DEN,W,38,8,14,0.571,4,5,0.8,3,3,1.0,0,3,3,17,0,0,2,2,23,19,1
22024,1628973,0022400264,"Nov 23, 2024",NYK @ UTA,L,37,8,19,0.421,2,9,0.222,5,5,1.0,0,2,2,8,1,0,2,3,23,-15,1
22024,1628973,0022400257,"Nov 20, 2024",NYK @ PHX,W,37,12,21,0.571,7,11,0.636,5,5,1.0,1,1,2,10,1,0,5,1,36,16,1
22024,1628973,0022400246,"Nov 18, 2024",NYK vs. WAS,W,30,9,15,0.6,5,9,0.556,3,3,1.0,0,1,1,11,1,0,0,1,26,26,1
22024,1628973,0022400240,"Nov 17, 2024",NYK vs. BKN,W,34,3,14,0.214,0,5,0.0,6,8,0.75,1,4,5,10,2,0,3,4,12,-1,1
22024,1628973,0022400014,"Nov 15, 2024",NYK vs. BKN,W,34,12,20,0.6,3,8,0.375,10,12,0.833,0,3,3,7,0,0,3,4,37,-1,1
22024,1628973,0022400219,"Nov 13, 2024",NYK vs. CHI,L,34,9,20,0.45,3,9,0.333,3,5,0.6,1,2,3,8,0,0,2,3,24,-13,1
22024,1628973,0022400004,"Nov 12, 2024",NYK @ PHI,W,35,5,15,0.333,0,4,0.0,8,8,1.0,0,3,3,5,1,0,6,1,18,7,1
22024,1628973,0022400203,"Nov 10, 2024",NYK @ IND,L,41,11,17,0.647,1,2,0.5,10,12,0.833,0,6,6,10,0,0,3,4,33,-8,1
22024,1628973,0022400189,"Nov 08, 2024",NYK vs. MIL,W,32,6,14,0.429,0,5,0.0,3,4,0.75,1,1,2,9,1,0,0,2,15,28,1
22024,1628973,0022400171,"Nov 06, 2024",NYK @ ATL,L,37,8,18,0.444,4,11,0.364,1,2,0.5,0,3,3,4,0,0,3,3,21,-5,1
22024,1628973,0022400161,"Nov 04, 2024",NYK @ HOU,L,42,9,24,0.375,2,4,0.5,9,9,1.0,1,2,3,8,1,0,1,2,29,-8,1
22024,1628973,0022400134,"Nov 01, 2024",NYK @ DET,W,31,14,22,0.636,6,8,0.75,2,4,0.5,0,1,1,5,2,0,2,2,36,23,1
22024,1628973,0022400122,"Oct 30, 2024",NYK @ MIA,W,36,6,18,0.333,3,7,0.429,7,8,0.875,0,2,2,9,0,0,1,0,22,5,1
22024,1628973,0022400106,"Oct 28, 2024",NYK vs. CLE,L,38,8,24,0.333,0,4,0.0,5,7,0.714,0,3,3,7,0,0,1,2,21,0,1
22024,1628973,0022400081,"Oct 25, 2024",NYK vs. IND,W,30,10,19,0.526,3,5,0.6,3,4,0.75,2,3,5,5,0,0,1,1,26,36,1
22024,1628973,0022400061,"Oct 22, 2024",NYK @ BOS,L,25,9,14,0.643,1,2,0.5,3,3,1.0,0,1,1,2,0,0,4,3,22,-23,1
